customer_id,plan_type,contract_type,total_users,tenure_days,churn,total_payments,total_revenue,avg_payment_value,std_payment_value,payment_delay_rate,max_delay_days,avg_delay_days,dunning_count,dunning_rate,payment_cv,late_x_dunning,avg_monthly_usage_hrs,max_monthly_usage_hrs,min_monthly_usage_hrs,std_monthly_usage_hrs,avg_feature_adoption,min_feature_adoption,days_since_last_login,engagement_score,usage_drop_ratio,inactive_level,usage_consistency,risk_score,avg_nps_score,min_nps_score,latest_nps_score,nps_response_count,nps_std,nps_trend,nps_category,total_tickets,high_priority_tickets,open_tickets,billing_tickets,technical_tickets,unresolved_ratio,high_priority_ratio,billing_ticket_ratio,nps_x_adoption,usage_x_tech_tickets,plan_x_usage,tenure_x_engagement,usage_per_tenure,tickets_per_month
C-0426,starter,monthly,3,629.0,1,32,4821.44,150.67,0.0,0.09375,10,0.5625,0,0.0,0.0,0.0,52.0,52.0,52.0,0.0,87.4,87.4,71,56.037777777777784,1.9230399415315347e-05,1,1.0,0.32520961519970765,2.0,2.0,2.0,1.0,0.0,0.0,Detractor,3.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,174.8,52.0,0.0,35247.76222222223,2.478944859367551,0.1430160495788972
C-0427,professional,annual,12,700.0,0,4,35162.4,8790.6,0.0,1.0,11,7.75,2,0.5,0.0,0.5,54.1,54.1,54.1,0.0,17.8,17.8,35,29.31555555555556,1.8483946692238185e-05,1,1.0,0.4644092419733461,1.0,0.0,2.0,2.0,1.4142135623730951,1.0,Detractor,10.0,3.0,3.0,3.0,5.0,0.3,0.3,0.3,17.8,270.5,54.1,20520.88888888889,2.317578180779666,0.4283878337855205
C-0428,starter,monthly,5,306.0,0,26,3225.2999999999997,124.04999999999998,0.0,0.07692307692307693,15,0.7692307692307693,0,0.0,0.0,0.0,38.5,38.5,38.5,0.0,55.8,55.8,5,41.053333333333335,2.5973351341468387e-05,0,1.0,0.08841298667567075,1.0,1.0,1.0,1.0,0.0,0.0,Detractor,13.0,5.0,4.0,3.0,4.0,0.3076923076923077,0.38461538461538464,0.23076923076923078,55.8,154.0,0.0,12562.32,3.7708129285014693,1.2732615083251715
C-0429,starter,annual,2,542.0,1,4,5388.48,1347.12,0.0,0.0,0,0.0,0,0.0,0.0,0.0,46.7,46.7,46.7,0.0,44.9,44.9,79,36.89,2.141281771261827e-05,1,1.0,0.41021070640885626,6.5,6.0,7.0,2.0,0.7071067811865476,0.5,Passive,10.0,2.0,2.0,4.0,3.0,0.2,0.2,0.4,291.84999999999997,140.10000000000002,0.0,19994.38,2.58344089987092,0.5531993361607965
C-0430,starter,monthly,2,66.0,1,38,5692.0199999999995,149.79,0.0,0.13157894736842105,14,1.1842105263157894,0,0.0,0.0,0.0,8.8,8.8,8.8,0.0,84.3,84.3,56,37.59087719298246,0.0001136234518803736,1,1.0,0.33145681172594016,4.5,3.0,6.0,2.0,2.1213203435596424,1.5,Detractor,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,379.34999999999997,8.8,0.0,2480.997894736842,3.9819004524886883,0.45248868778280543
C-0431,professional,monthly,10,458.0,0,28,14585.759999999998,520.92,0.0,0.03571428571428571,6,0.21428571428571427,0,0.0,0.0,0.0,137.2,137.2,137.2,0.0,46.2,46.2,19,74.36,7.2885766139174635e-06,0,1.0,0.10760364428830697,10.0,10.0,10.0,1.0,0.0,0.0,Promoter,17.0,6.0,3.0,3.0,4.0,0.17647058823529413,0.35294117647058826,0.17647058823529413,462.0,548.8,137.2,34056.88,8.981016801221905,1.1128082042330352
C-0432,professional,monthly,13,1361.0,1,27,17342.640000000003,642.3200000000002,0.0,0.0,0,0.0,0,0.0,0.0,0.0,108.8,108.8,108.8,0.0,31.4,31.4,10,57.898181818181826,9.191091993709932e-06,0,1.0,0.13720459554599684,4.0,3.0,5.0,2.0,1.4142135623730951,1.0,Detractor,15.0,3.0,1.0,5.0,5.0,0.06666666666666667,0.2,0.3333333333333333,125.6,544.0,108.8,78799.42545454546,2.3977080731653566,0.33056637038125325
C-0433,professional,monthly,6,1218.0,0,45,31456.35,699.03,0.0,0.06666666666666667,5,0.24444444444444444,0,0.0,0.0,0.0,79.4,79.4,79.4,0.0,70.4,70.4,0,79.92000000000002,1.2594299819923549e-05,0,1.0,0.05920629714990995,6.5,6.0,7.0,2.0,0.7071067811865476,0.5,Passive,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.6,0.0,79.4,97342.56000000001,1.9551834523516376,0.02462447672986949
C-0434,starter,monthly,5,0.0,1,24,2505.36,104.39,0.0,0.125,12,0.8333333333333334,0,0.0,0.0,0.0,27.3,27.3,27.3,0.0,63.1,63.1,61,36.48258064516129,3.6628694919604854e-05,1,1.0,0.3738183143474598,0.0,0.0,0.0,2.0,0.0,0.0,Detractor,17.0,6.0,1.0,2.0,8.0,0.058823529411764705,0.35294117647058826,0.11764705882352941,0.0,218.4,0.0,0.0,2730.0,1700.0
C-0435,starter,monthly,5,170.0,1,47,3473.3,73.9,0.0,0.0425531914893617,2,0.06382978723404255,0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,74.6,74.6,75,50.103157894736846,1.999960000798051e-05,1,1.0,0.350809999800004,0.5,0.0,1.0,2.0,0.7071067811865476,0.5,Detractor,10.0,3.0,2.0,4.0,3.0,0.2,0.3,0.4,37.3,150.0,0.0,8517.536842105264,8.807985907222548,1.7615971814445097
C-0436,enterprise,annual,32,576.0,1,1,15181.56,15181.56,0.0,1.0,7,7.0,0,0.0,0.0,0.0,89.6,89.6,89.6,0.0,73.4,73.4,68,65.48985507246377,1.1160589725611736e-05,1,1.0,0.35320558029486276,1.5,0.0,3.0,2.0,2.1213203435596424,1.5,Detractor,15.0,3.0,4.0,5.0,5.0,0.26666666666666666,0.2,0.3333333333333333,110.10000000000001,448.0,179.2,37722.15652173913,4.664237376366476,0.7808433107756376
C-0437,enterprise,annual,77,31.0,0,2,98342.64,49171.32,0.0,0.0,0,0.0,0,0.0,0.0,0.0,63.6,63.6,63.6,0.0,67.6,67.6,21,53.38909090909091,1.5723023222835586e-05,0,1.0,0.06480786151161143,10.0,10.0,10.0,1.0,0.0,0.0,Promoter,5.0,3.0,1.0,1.0,2.0,0.2,0.6,0.2,676.0,127.2,127.2,1655.0618181818181,60.95846645367411,4.792332268370607
C-0438,professional,monthly,15,184.0,0,19,11643.960000000001,612.84,0.0,0.2631578947368421,12,1.736842105263158,0,0.0,0.0,0.0,101.6,101.6,101.6,0.0,60.2,60.2,11,66.38666666666667,9.842422810879548e-06,0,1.0,0.07960492121140544,2.0,2.0,2.0,1.0,0.0,0.0,Detractor,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,120.4,0.0,101.6,12215.146666666667,16.538252848616384,0.32555615843733043
C-0439,starter,monthly,1,245.0,0,9,532.0799999999999,59.11999999999999,0.0,0.3333333333333333,15,4.666666666666667,0,0.0,0.0,0.0,14.5,14.5,14.5,0.0,73.2,73.2,19,36.08,6.896076132678619e-05,0,1.0,0.0536344803806634,4.0,3.0,5.0,2.0,1.4142135623730951,1.0,Detractor,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,292.8,14.5,0.0,8839.6,1.7733387688544642,0.3668976763147167
C-0440,starter,monthly,1,276.0,1,26,4712.5,181.25,0.0,0.0,0,0.0,0,0.0,0.0,0.0,11.8,11.8,11.8,0.0,72.5,72.5,30,34.36516129032258,8.473858147606261e-05,0,1.0,0.05504236929073804,6.5,6.0,7.0,2.0,0.7071067811865476,0.5,Passive,12.0,1.0,5.0,2.0,7.0,0.4166666666666667,0.08333333333333333,0.16666666666666666,471.25,82.60000000000001,0.0,9484.784516129033,1.2812160694896852,1.3029315960912053
C-0441,starter,monthly,3,1170.0,1,23,4203.25,182.75,0.0,0.13043478260869565,12,0.9565217391304348,0,0.0,0.0,0.0,38.1,38.1,38.1,0.0,20.5,20.5,48,23.848163265306127,2.6246030287890854e-05,1,1.0,0.45901312301514396,0.5,0.0,1.0,2.0,0.7071067811865476,0.5,Detractor,14.0,3.0,3.0,3.0,6.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,10.25,228.60000000000002,0.0,27902.35102040817,0.9766726480389645,0.3588823378620867
C-0442,starter,annual,2,823.0,0,2,3150.0,1575.0,0.0,0.5,14,7.0,0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,42.8,42.8,16,28.296470588235294,3.999840006407851e-05,0,1.0,0.11441999920003205,5.0,5.0,5.0,1.0,0.0,0.0,Detractor,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,214.0,25.0,0.0,23287.99529411765,0.9109680553868577,0.10931616664642292
C-0443,starter,monthly,2,1280.0,0,10,1714.1,171.41,0.0,0.4,14,2.8,0,0.0,0.0,0.0,37.9,37.9,37.9,0.0,37.7,37.7,46,30.66553191489362,2.6384528112655126e-05,1,1.0,0.4246131922640563,0.5,0.0,0.0,2.0,0.7071067811865476,-0.5,Detractor,9.0,1.0,2.0,4.0,2.0,0.2222222222222222,0.1111111111111111,0.4444444444444444,18.85,75.8,0.0,39251.880851063834,0.8880731078653441,0.21088807310786536
C-0444,enterprise,monthly,69,853.0,0,18,15786.539999999999,877.03,0.0,0.05555555555555555,1,0.05555555555555555,0,0.0,0.0,0.0,159.8,159.8,159.8,0.0,79.6,79.6,12,97.29846153846154,6.25778311780234e-06,0,1.0,0.04080312889155892,8.5,8.0,8.0,2.0,0.7071067811865476,-0.5,Passive,16.0,6.0,4.0,5.0,6.0,0.25,0.375,0.3125,676.5999999999999,958.8000000000001,319.6,82995.58769230769,5.618188210476972,0.5625219735145903
C-0445,starter,monthly,4,731.0,0,4,789.36,197.34,0.0,0.25,6,1.5,0,0.0,0.0,0.0,39.1,39.1,39.1,0.0,43.1,43.1,65,33.18303030303031,2.5574793483529312e-05,1,1.0,0.41381278739674177,4.0,4.0,4.0,1.0,0.0,0.0,Detractor,10.0,1.0,2.0,2.0,6.0,0.2,0.1,0.2,172.4,234.60000000000002,0.0,24256.795151515154,1.6039928893750854,0.41022836045398603
C-0446,enterprise,annual,45,1096.0,0,5,288573.0,57714.6,0.0,1.0,11,6.6,3,0.6,0.0,0.6,239.1,239.1,239.1,0.0,46.6,46.6,89,114.50222222222223,4.182332989044468e-06,1,1.0,0.4068020911664945,6.0,5.0,5.0,2.0,1.4142135623730951,-1.0,Detractor,7.0,3.0,4.0,5.0,0.0,0.5714285714285714,0.42857142857142855,0.7142857142857143,279.6,0.0,478.2,125494.43555555557,6.542917084739579,0.19155340691416586
C-0447,starter,monthly,1,458.0,0,45,8005.049999999999,177.89,0.0,0.08888888888888889,13,0.8222222222222222,0,0.0,0.0,0.0,38.5,38.5,38.5,0.0,42.6,42.6,60,32.767868852459024,2.5973351341468387e-05,1,1.0,0.41481298667567074,5.0,5.0,5.0,1.0,0.0,0.0,Detractor,8.0,3.0,4.0,3.0,3.0,0.5,0.375,0.375,213.0,115.5,0.0,15007.683934426233,2.5201832860571676,0.52367444905084
C-0448,starter,monthly,3,969.0,1,40,7865.2,196.63,0.0,0.075,12,0.725,0,0.0,0.0,0.0,38.9,38.9,38.9,0.0,73.5,73.5,7,47.46,2.570628004416875e-05,0,1.0,0.05301285314002209,2.5,1.0,4.0,2.0,2.1213203435596424,1.5,Detractor,9.0,3.0,3.0,2.0,3.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,183.75,116.69999999999999,0.0,45988.74,1.20396162178892,0.27855153203342625
C-0449,professional,monthly,11,306.0,1,2,591.76,295.88,0.0,0.0,0,0.0,0,0.0,0.0,0.0,79.2,79.2,79.2,0.0,41.3,41.3,0,68.2,1.2626103205848338e-05,0,1.0,0.11740631305160293,9.5,9.0,10.0,2.0,0.7071067811865476,0.5,Promoter,8.0,4.0,3.0,3.0,2.0,0.375,0.5,0.375,392.34999999999997,158.4,79.2,20869.2,7.757100881488737,0.783545543584721
C-0450,professional,monthly,13,976.0,0,8,5896.08,737.01,0.0,0.125,6,0.75,0,0.0,0.0,0.0,90.9,90.9,90.9,0.0,87.8,87.8,38,71.99282051282051,1.100097908723896e-05,1,1.0,0.3244055004895436,7.0,7.0,7.0,1.0,0.0,0.0,Passive,11.0,4.0,2.0,4.0,3.0,0.18181818181818182,0.36363636363636365,0.36363636363636365,614.6,272.70000000000005,90.9,70264.99282051282,2.7931988118406235,0.33801085731844727
C-0451,professional,monthly,15,1093.0,1,19,5851.43,307.97,0.0,0.0,0,0.0,0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,23.6,23.6,64,33.747692307692304,1.6666388893527007e-05,1,1.0,0.4528083331944468,4.5,4.0,5.0,2.0,0.7071067811865476,0.5,Detractor,7.0,2.0,2.0,2.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,106.2,60.0,60.0,36886.227692307686,1.6463916582822649,0.19207902679959757
C-0452,starter,monthly,5,1080.0,1,1,105.57,105.57,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10.1,10.1,10.1,0.0,40.7,40.7,47,20.736666666666668,9.900009899999063e-05,1,1.0,0.41864950004949997,0.0,0.0,0.0,1.0,0.0,0.0,Detractor,12.0,3.0,2.0,0.0,4.0,0.16666666666666666,0.25,0.0,0.0,40.4,0.0,22395.600000000002,0.28047764509858375,0.3332407664537629
C-0453,starter,monthly,4,852.0,1,6,1020.9000000000001,170.15,0.0,0.0,0,0.0,0,0.0,0.0,0.0,34.1,34.1,34.1,0.0,67.2,67.2,1,50.52,2.932465323590705e-05,0,1.0,0.06561466232661795,5.0,5.0,5.0,1.0,0.0,0.0,Detractor,12.0,4.0,4.0,4.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,336.0,136.4,0.0,43043.04,1.2002815909890885,0.42238648363252373
C-0454,enterprise,annual,21,111.0,1,1,53812.92,53812.92,0.0,0.0,0,0.0,0,0.0,0.0,0.0,208.8,208.8,208.8,0.0,53.6,53.6,11,106.62666666666668,4.789249093639647e-06,0,1.0,0.09280239462454681,4.0,4.0,4.0,1.0,0.0,0.0,Detractor,12.0,3.0,5.0,3.0,4.0,0.4166666666666667,0.25,0.25,214.4,835.2,417.6,11835.560000000001,56.28032345013477,3.234501347708895
C-0455,enterprise,annual,15,1341.0,0,3,103283.28,34427.76,0.0,1.0,13,6.0,2,0.6666666666666666,0.0,0.6666666666666666,208.0,208.0,208.0,0.0,93.1,93.1,8,122.66222222222223,4.807669193973574e-06,0,1.0,0.013802403834597,4.0,3.0,5.0,2.0,1.4142135623730951,1.0,Detractor,12.0,8.0,2.0,4.0,6.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,372.4,1248.0,416.0,164490.04,4.652203086557817,0.2683963319167971
C-0456,enterprise,monthly,28,356.0,1,10,27858.5,2785.85,0.0,0.4,15,3.3,0,0.0,0.0,0.0,225.0,225.0,225.0,0.0,76.7,76.7,71,120.95777777777778,4.444424691496529e-06,1,1.0,0.3466022222123457,9.5,9.0,9.0,2.0,0.7071067811865476,-0.5,Promoter,14.0,5.0,7.0,5.0,4.0,0.5,0.35714285714285715,0.35714285714285715,728.65,900.0,450.0,43060.96888888889,18.94470951445411,1.1787819253438114
C-0457,starter,monthly,2,550.0,0,40,3218.3999999999996,80.46,0.0,0.0,0,0.0,0,0.0,0.0,0.0,34.9,34.9,34.9,0.0,67.3,67.3,26,41.62074074074074,2.8652474141077633e-05,0,1.0,0.06541432623707055,9.5,9.0,9.0,2.0,0.7071067811865476,-0.5,Promoter,6.0,2.0,1.0,1.0,4.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,639.35,139.6,0.0,22891.40740740741,1.9025985825913136,0.32709431219334906
C-0458,starter,monthly,2,122.0,0,27,4635.360000000001,171.68000000000004,0.0,0.037037037037037035,14,0.5185185185185185,0,0.0,0.0,0.0,27.5,27.5,27.5,0.0,35.6,35.6,26,25.980740740740742,3.636231409775981e-05,0,1.0,0.12881818115704888,7.0,7.0,7.0,1.0,0.0,0.0,Passive,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.3333333333333333,249.20000000000002,55.0,0.0,3169.6503703703706,6.745707277187245,0.7358953393295177
C-0459,starter,monthly,1,1249.0,0,42,4071.48,96.94,0.0,0.047619047619047616,9,0.30952380952380953,0,0.0,0.0,0.0,59.3,59.3,59.3,0.0,58.2,58.2,49,47.4,1.6863122038413003e-05,1,1.0,0.3836084315610192,9.0,9.0,9.0,1.0,0.0,0.0,Promoter,15.0,5.0,0.0,5.0,3.0,0.0,0.3333333333333333,0.3333333333333333,523.8000000000001,177.89999999999998,0.0,59202.6,1.4239974385655967,0.3602017129592572
C-0460,professional,monthly,5,949.0,1,28,11479.16,409.96999999999997,0.0,0.07142857142857142,14,0.5357142857142857,0,0.0,0.0,0.0,110.1,110.1,110.1,0.0,65.9,65.9,88,70.6247191011236,9.082569640606053e-06,1,1.0,0.3682045412848203,8.0,7.0,9.0,2.0,1.4142135623730951,1.0,Promoter,12.0,3.0,2.0,6.0,2.0,0.16666666666666666,0.25,0.5,527.2,220.2,110.1,67022.8584269663,3.4794058780153794,0.37922679869377435
C-0461,professional,annual,13,976.0,0,5,13142.4,2628.48,0.0,1.0,12,6.2,3,0.6,0.0,0.6,90.6,90.6,90.6,0.0,94.3,94.3,48,74.36816326530614,1.1037405768243858e-05,1,1.0,0.31140551870288413,3.0,3.0,3.0,1.0,0.0,0.0,Detractor,9.0,4.0,3.0,4.0,2.0,0.3333333333333333,0.4444444444444444,0.4444444444444444,282.9,181.2,90.6,72583.3273469388,2.7839803339137563,0.2765543378060023
C-0462,starter,monthly,2,1386.0,1,36,4926.24,136.84,0.0,0.0,0,0.0,0,0.0,0.0,0.0,52.9,52.9,52.9,0.0,30.4,30.4,16,34.4964705882353,1.8903234343392583e-05,0,1.0,0.1392094516171717,3.0,3.0,3.0,1.0,0.0,0.0,Detractor,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,91.19999999999999,0.0,0.0,47812.10823529412,1.144773858472192,0.04328067517853278
C-0463,enterprise,monthly,40,519.0,1,15,55564.65,3704.31,0.0,0.13333333333333333,5,0.4,0,0.0,0.0,0.0,181.3,181.3,181.3,0.0,18.8,18.8,0,100.04,5.515689378454702e-06,0,1.0,0.16240275784468924,2.5,2.0,2.0,2.0,0.7071067811865476,-0.5,Detractor,12.0,6.0,3.0,3.0,6.0,0.25,0.5,0.25,47.0,1087.8000000000002,362.6,51920.76,10.473714615829,0.6932409012131715
C-0464,professional,annual,12,897.0,1,4,10065.12,2516.28,0.0,1.0,13,10.25,1,0.25,0.0,0.25,20.7,20.7,20.7,0.0,30.8,30.8,48,21.008163265306123,4.8306845080059446e-05,1,1.0,0.43842415342254004,7.0,6.0,6.0,2.0,1.4142135623730951,-1.0,Detractor,13.0,4.0,3.0,3.0,4.0,0.23076923076923078,0.3076923076923077,0.23076923076923078,215.6,82.8,20.7,18844.322448979594,0.6920762286860581,0.43463724506853896
C-0465,starter,monthly,4,191.0,1,10,1083.0,108.3,0.0,0.3,15,3.0,0,0.0,0.0,0.0,44.8,44.8,44.8,0.0,36.7,36.7,54,32.96363636363637,2.2320930336272582e-05,1,1.0,0.4266111604651681,3.0,3.0,3.0,1.0,0.0,0.0,Detractor,15.0,4.0,2.0,5.0,6.0,0.13333333333333333,0.26666666666666666,0.3333333333333333,110.10000000000001,268.79999999999995,0.0,6296.054545454546,7.025614218504966,2.3523261892315737
C-0466,starter,annual,5,853.0,0,3,2845.08,948.36,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5.4,5.4,5.4,0.0,75.8,75.8,25,33.24923076923077,0.00018515089798187834,0,1.0,0.04849257544899094,3.0,3.0,3.0,1.0,0.0,0.0,Detractor,5.0,1.0,2.0,1.0,1.0,0.4,0.2,0.2,227.39999999999998,5.4,0.0,28361.593846153846,0.18985116606117428,0.1757881167233095
C-0467,starter,annual,4,1172.0,1,4,6302.4,1575.6,0.0,1.0,12,7.5,0,0.0,0.0,0.0,19.1,19.1,19.1,0.0,14.3,14.3,46,13.785531914893618,5.235327993302619e-05,1,1.0,0.4714261766399665,1.0,1.0,1.0,1.0,0.0,0.0,Detractor,16.0,5.0,6.0,5.0,6.0,0.375,0.3125,0.3125,14.3,114.60000000000001,0.0,16156.64340425532,0.48878273479484774,0.409451505587307
C-0468,starter,monthly,4,467.0,1,37,4663.849999999999,126.04999999999998,0.0,0.13513513513513514,12,0.9459459459459459,0,0.0,0.0,0.0,38.3,38.3,38.3,0.0,81.4,81.4,58,48.21898305084746,2.6108978877781297e-05,1,1.0,0.3372130544894389,8.0,8.0,8.0,1.0,0.0,0.0,Passive,13.0,6.0,1.0,2.0,6.0,0.07692307692307693,0.46153846153846156,0.15384615384615385,651.2,229.79999999999998,0.0,22518.265084745766,2.458805906270062,0.8345816392039376
C-0469,professional,monthly,3,261.0,1,28,14746.759999999998,526.67,0.0,0.14285714285714285,13,0.8928571428571429,0,0.0,0.0,0.0,94.6,94.6,94.6,0.0,11.2,11.2,64,42.6276923076923,1.0570712783208869e-05,1,1.0,0.4776052853563916,10.0,10.0,10.0,2.0,0.0,0.0,Promoter,12.0,3.0,3.0,4.0,2.0,0.25,0.25,0.3333333333333333,112.0,189.2,94.6,11125.82769230769,10.861079219288175,1.3777267508610793
C-0470,enterprise,monthly,57,823.0,0,4,8434.52,2108.63,0.0,1.0,13,9.75,0,0.0,0.0,0.0,266.4,266.4,266.4,0.0,24.6,24.6,48,116.80816326530613,3.7537396631037723e-06,1,1.0,0.45080187686983153,5.0,5.0,5.0,1.0,0.0,0.0,Detractor,10.0,4.0,4.0,3.0,2.0,0.4,0.4,0.3,123.0,532.8,532.8,96133.11836734695,9.707275598202354,0.36438722215474306
C-0471,professional,annual,12,1032.0,1,4,22548.0,5637.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,37.4,37.4,37.4,0.0,18.6,18.6,77,22.656410256410258,2.6737253014608164e-05,1,1.0,0.4628133686265073,7.0,7.0,7.0,1.0,0.0,0.0,Passive,16.0,5.0,1.0,1.0,6.0,0.0625,0.3125,0.0625,130.20000000000002,224.39999999999998,37.4,23381.415384615386,1.086893344957861,0.4649811101424005
C-0472,starter,monthly,5,92.0,0,14,1255.24,89.66,0.0,0.2857142857142857,15,3.2142857142857144,0,0.0,0.0,0.0,44.0,44.0,44.0,0.0,56.4,56.4,33,40.74823529411765,2.2726756210067478e-05,1,1.0,0.387211363378105,2.5,1.0,4.0,2.0,2.1213203435596424,1.5,Detractor,11.0,5.0,4.0,4.0,4.0,0.36363636363636365,0.45454545454545453,0.36363636363636365,141.0,176.0,0.0,3748.8376470588237,14.301191765980498,3.5752979414951245
C-0473,professional,monthly,9,23.0,1,18,13291.74,738.43,0.0,0.2777777777777778,12,1.7222222222222223,0,0.0,0.0,0.0,89.4,89.4,89.4,0.0,31.7,31.7,69,48.72571428571429,1.118555720858172e-05,1,1.0,0.43660559277860433,6.5,6.0,6.0,2.0,0.7071067811865476,-0.5,Detractor,11.0,1.0,4.0,5.0,3.0,0.36363636363636365,0.09090909090909091,0.45454545454545453,206.04999999999998,268.20000000000005,89.4,1120.6914285714286,115.10729613733905,14.163090128755364
C-0474,professional,monthly,19,672.0,0,5,1548.4,309.68,0.0,1.0,15,8.6,1,0.2,0.0,0.2,48.2,48.2,48.2,0.0,68.5,68.5,90,46.899780219780226,2.074645754235327e-05,1,1.0,0.36301037322877117,6.0,6.0,6.0,1.0,0.0,0.0,Detractor,15.0,6.0,2.0,3.0,8.0,0.13333333333333333,0.4,0.2,411.0,385.6,48.2,31516.65230769231,2.1508255243195005,0.6693440428380187
C-0475,starter,monthly,3,909.0,1,41,5776.08,140.88,0.0,0.12195121951219512,14,1.146341463414634,0,0.0,0.0,0.0,35.5,35.5,35.5,0.0,28.9,28.9,67,26.054117647058824,2.816822061346702e-05,1,1.0,0.4422140841103067,8.5,7.0,7.0,2.0,2.1213203435596424,-1.5,Passive,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,245.64999999999998,0.0,0.0,23683.192941176472,1.1712306169580995,0.06598482349059716
C-0476,enterprise,monthly,52,1040.0,1,34,51901.34,1526.51,0.0,0.029411764705882353,7,0.20588235294117646,0,0.0,0.0,0.0,293.9,293.9,293.9,0.0,70.0,70.0,56,145.91087719298247,3.4025062860543187e-06,1,1.0,0.360001701253143,1.5,1.0,1.0,2.0,0.7071067811865476,-0.5,Detractor,7.0,2.0,1.0,3.0,2.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,105.0,587.8,587.8,151747.31228070176,8.475439776987407,0.20186484667884266
C-0477,enterprise,monthly,20,730.0,1,32,28707.84,897.12,0.0,0.15625,15,1.28125,0,0.0,0.0,0.0,298.2,298.2,298.2,0.0,38.4,38.4,62,134.95746031746032,3.3534428119930126e-06,1,1.0,0.42320167672140596,,,,,,,Passive,10.0,7.0,1.0,4.0,3.0,0.1,0.7,0.4,,894.5999999999999,596.4,98518.94603174603,12.249760372449678,0.4107900862659181
C-0478,professional,monthly,6,1200.0,1,46,11348.199999999999,246.7,0.0,0.043478260869565216,10,0.41304347826086957,0,0.0,0.0,0.0,126.4,126.4,126.4,0.0,81.5,81.5,49,83.56,7.911329815479817e-06,1,1.0,0.33700395566490776,3.0,2.0,2.0,2.0,1.4142135623730951,-1.0,Detractor,11.0,4.0,4.0,2.0,4.0,0.36363636363636365,0.36363636363636365,0.18181818181818182,244.5,505.6,126.4,100272.0,3.1592101974506375,0.2749312671832042
C-0479,professional,annual,18,1127.0,0,5,20865.0,4173.0,0.0,1.0,13,7.8,3,0.6,0.0,0.6,128.6,128.6,128.6,0.0,93.0,93.0,57,88.98482758620689,7.775989300240482e-06,1,1.0,0.3140038879946501,3.0,3.0,3.0,1.0,0.0,0.0,Detractor,6.0,0.0,2.0,2.0,1.0,0.3333333333333333,0.0,0.3333333333333333,279.0,128.6,128.6,100285.90068965516,3.4223365563736357,0.15967355628492857
C-0480,starter,annual,5,976.0,0,3,4006.08,1335.36,0.0,0.6666666666666666,11,7.333333333333333,0,0.0,0.0,0.0,9.8,9.8,9.8,0.0,36.3,36.3,56,18.790877192982457,0.00010203040506062688,1,1.0,0.4274510152025303,6.5,5.0,8.0,2.0,2.1213203435596424,1.5,Passive,2.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,235.95,9.8,0.0,18339.896140350877,0.3011369456109803,0.061456519512444956
C-0481,professional,annual,16,1402.0,0,4,19163.04,4790.76,0.0,1.0,12,11.5,3,0.75,0.0,0.75,78.4,78.4,78.4,0.0,92.5,92.5,14,69.69333333333333,1.2754939350378969e-05,0,1.0,0.015006377469675182,9.0,9.0,9.0,1.0,0.0,0.0,Promoter,5.0,2.0,0.0,1.0,3.0,0.0,0.4,0.2,832.5,235.20000000000002,78.4,97710.05333333333,1.6772445268487486,0.10696712543678243
C-0482,professional,monthly,13,1127.0,0,28,11361.56,405.77,0.0,0.07142857142857142,10,0.5,0,0.0,0.0,0.0,36.3,36.3,36.3,0.0,66.4,66.4,19,42.08,2.754745048338947e-05,0,1.0,0.06721377372524169,4.0,4.0,4.0,1.0,0.0,0.0,Detractor,9.0,2.0,2.0,3.0,3.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,265.6,108.89999999999999,36.3,47424.159999999996,0.9660250155238178,0.2395103344273929
C-0483,professional,monthly,17,398.0,1,40,12287.6,307.19,0.0,0.05,14,0.45,0,0.0,0.0,0.0,98.9,98.9,98.9,0.0,23.8,23.8,60,49.407868852459025,1.0111121222289299e-05,1,1.0,0.45240505556061117,9.0,9.0,9.0,1.0,0.0,0.0,Promoter,13.0,4.0,1.0,6.0,4.0,0.07692307692307693,0.3076923076923077,0.46153846153846156,214.20000000000002,395.6,98.9,19664.331803278692,7.449158925433091,0.9791614361034395
