content,text_akhir,label
"Pelayanan sangat tidak memuaskan, saya membeli by.U dan paket seharga 50rb 10GB.. setelah 1 hari pemakaian kuota tidak bisa digunakan, tapi saat saya ke counter nya untuk di cek tetapi dari kantor pusat justru mengatakan by.U saya sudah digunakan dan paket tidak bisa digunakan dan akhirnya dianggap kartu saya hangus saja dan ganti baru.. Kritik saya saja ya, kalau ga mampu bikin kantor untuk customer service jangan ngajak anak muda yg malah jd customer service nya,",pelayanan tidak NEG_memuaskan membeli byu paket seharga ribu gb pemakaian kuota tidak NEG_counter cek kantor pusat byu paket tidak NEG_dianggap kartu hangus ganti kritik enggak NEG_bikin kantor customer service jangan NEG_mengajak anak muda customer service,negative
"ini aplikasi kenapa klo dibuka minta refresh terus sih... mau beli paket data aja jadi ribet Answer : Gimana mau chatt di apps,dibuka dikit aja langsung refresh kok Answer : Udh bagus,gak minta refresh² lagi.. trims sudah diperbaiki dan direspon dg cepat",aplikasi kalo dibuka refresh beli paket data ribet answer chatt appsdibuka dikit langsung refresh answer bagusgak refresh² terima kasih diperbaiki direspon cepat,positive
"Provider terbaik. Walau lupa beli kuota internet saat browsing maupun gaming, pulsa yang terpotong hanya sedikit sekali, bahkan pulsa hampir tidak terpotong sama sekali. Salut. Thanks by.u",provider terbaik lupa beli kuota internet browsing gaming pulsa terpotong pulsa tidak NEG_terpotong salut thanks byu,positive
"Makin lama makin jelek apknya,pulsa saya baru ngisi udah hilang,di mintain bantuan ktanya 2 jam kemudian di hubungi,ini udah 1/2 hri blum jga di hubungi,di chat admnya ga di bls.... Payah.... Pulsa saya hilang tanpa sebab,tidak ada rincian di riwayat,tpi pulsanya ludes...",jelek apknyapulsa ngisi hilangdi mintain bantuan jam hubungiini belum NEG_hubungidi chat admnya enggak NEG_balas payah pulsa hilang tanpa NEG_sebabtidak rincian riwayattpi pulsanya ludes,negative
"Beli ini karna harga paket lebih murah dari simpati yg saya sudah pakai bertahun-tahun. Dan juga beli ini karena kecewa sama m3 indosat ooredoo yg kadang pulsa suka kepotong ga jelas, terkahir beli paket internet bulanan m3 sore2 eh paginya paket sudah ga aktif. Ada mode pulsa safe tau tau pulsa kepotong. Trus pernah juga quota m3 mau habis trus saya beli quota lagi, eh quota lama hangus, paket lama tidak aktif. Akhirnya pindah di by.u mudah2an bersahabat dan sistemnya jg bagus.",beli harga paket murah simpati pakai bertahuntahun beli kecewa indosat ooredoo kadang pulsa suka kepotong enggak NEG_terkahir beli paket internet bulanan sore eh paginya paket enggak NEG_aktif mode pulsa safe tau tau pulsa kepotong quota habis beli quota eh quota hangus paket tidak NEG_aktif pindah byu mudahan bersahabat sistemnya bagus,negative
Saya membeli paketan unlimited 2mbps yang harga 150k kenapa tidak bisa membuka apps Instagram dan Tokopedia yaa aneh banget apakah paketan ini terbatas terhadap aplikasi tertentu ? Bila memang paketan seperti ini mohon di pilihan quotanya di harus ada tertera di deskripsi nya,membeli paketan unlimited mbps harga tidak NEG_membuka apps instagram tokopedia aneh banget paketan terbatas aplikasi paketan mohon pilihan quotanya tertera deskripsi,negative
"Sebagai pengguna By.U dari launching sampe detik ini ngerasa kecewa .Dulu murah2 banget,sangat membantu ,tali sekarang makin kesini makin mahal ,kalo bisa kaya dulu lagi biar user gak kabur ke provider sebelah🙏",pengguna byu launching detik kecewa murah bangetsangat membantu tali kesini mahal kalo kayak biar user enggak NEG_kabur provider sebelah,negative
"Semangat buat tim by.U makin kesini fitur fiturnya makin bagus. Kuotanya banyak jadi puas juga saat pemakaian, semoga ga ada gangguan-gangguan  jaringan deh. Nyaman banget pake by.U . KEREN!!!",semangat tim byu kesini fitur fiturnya bagus kuotanya puas pemakaian semoga enggak NEG_gangguangangguan jaringan deh nyaman banget pakai byu keren,positive
"Pembohong. Saya bela2in tukar SIM buat ganti ke by u ini katanya jaringannya paling bagus se-Indonesia, nyatanya sama saja dengan yang kemarin Semenjak pake SIM ini, internet saya tidak pernah stabil saat malam hari, ping nya sangat buruk dan sangat mempengaruhi aktivitas saya dalam menggunakan internet. Ketika saya bermain game di malam hari internet nya sangat buruk dan mengakibatkan saya kalah terus",pembohong membela tukar sim ganti lu jaringannya bagus seindonesia kemarin semenjak pakai sim internet tidak NEG_stabil malam ping buruk mempengaruhi aktivitas internet bermain game malam internet buruk mengakibatkan kalah,negative
"Makin kesni makin aneh, kadang bisa masuk, kadang gaa, malah disuruh tunggu sebentar sedang proses, lama nunggunya ga ada juga, kadang pulsa bisa tersedot sendiri",kesni aneh kadang masuk kadang enggak NEG_disuruh tunggu sebentar proses nunggunya enggak NEG_kadang pulsa tersedot,negative
"Gmn sih Kouta paket Mbps udah mencapai limit (Fub) aku habis beli Kouta Mbps yang baru tapi Kouta yang lama yang udah Fub yang masih terpakai. Udah gitu ke cs untuk nonaktifkan Kouta lama berbelit belit suruh nunggu lah apalah padahal sisa di nonaktifkan, pelayanan parah banget suruh menunggu.",kouta paket mbps mencapai limit fub habis beli kouta mbps kouta fub terpakai cs nonaktifkan kouta berbelit belit suruh menunggu apalah sisa nonaktifkan pelayanan parah banget suruh menunggu,negative
"Kok anehh yaaa, masa saya mau cek sisa quota setelah dipakai youtube dan yg lain, sisa quota tetap saja segitu, pass saya matikan daya hp saya lalu saya hidupkan kembali lalu saya cek quota saya, ehh udah berkurang banyak aja quotanya, tolong dong appsnya di update lagi biar gak ada bug seprti itu, saya mau cek quota jadi ribet, harus matikan daya hp saya dulu",anehh cek sisa quota dipakai youtube sisa quota segitu pas matikan daya hp hidupkan cek quota eh berkurang quotanya tolong appsnya update biar enggak NEG_bug seprti cek quota ribet matikan daya hp,negative
respon CS sangat lambat. sering gangguan. dan lebih parah lagi. tadi beli kuota yg 100.000 tapi gak masuk masuk. trus d complainin ke CS nya. beberapa jam kemudian tiba tiba ada pulsa masuk 25.000 dari CS. UWAUW. beli 100.000 yang masuk 25.000 AMAZING BANGET ini beneran gak bohong. buktinya semua aku simpen. soalnya ini termasuk penipuan,respon cs lambat gangguan parah beli kuota enggak NEG_masuk masuk complainin cs jam pulsa masuk cs uwauw beli masuk amazing banget benaran enggak NEG_bohong buktinya simpan penipuan,negative
"Aplikasi nya kurang bagus,soalnya baru masuk tiba tiba keluar sendiri setelah itu mau masuk nomor HP,SMS nya GK ada di kirim kirim TOLONG DI PERBAIKI PLEASE",aplikasi kurang NEG_bagussoalnya masuk masuk nomor hpsms enggak NEG_kirim kirim tolong perbaiki please,negative
"Tingkatkan lagi ya masalah kualitas sinyal dan tolong paket unlimited nya permanent aja, karna saya cenderung lebih suka pake paket unlimited tapi kualitas internet nya harus bagus jangan pake FUP. Lebih baik sedikit naikan harga paket nya , daripada nurunin kualitas nya misal kalo sekarang 100 rb di harga 150-200 rb saya masih berani beli paket unlimited tanpa FUP per bulan apalagi kalo kualitas jaringan nya sama kaya wifi sekelas indihome/Biznet , 300rb juga berani . Asal Berkualitas",tingkatkan kualitas sinyal tolong paket unlimited permanent cenderung suka pakai paket unlimited kualitas internet bagus jangan NEG_pakai fup naikan harga paket nurunin kualitas kalo ribu harga ribu berani beli paket unlimited tanpa NEG_fup kalo kualitas jaringan kayak wifi sekelas indihomebiznet ribu berani berkualitas,negative
"Saya akui memang dalam sistem di apk by u ini masih banyak kendala seperti bug dan lain lain Namun ,yang saya suka adalah customer service nya yang sigap , tanggap dan sabar dalam meladeni keluhan Saya apresiasi sekali dri pihak by. u yang sudah sabar dan tanggap dalam meladeni berbagai keluhan kami . Untuk kedepannya semakin ditingkatan dan maksimalkan sistem apknya . Mantap sekali",akui sistem apk lu kendala bug suka customer service sigap tanggap sabar meladeni keluhan apresiasi lu sabar tanggap meladeni keluhan kedepannya ditingkatan maksimalkan sistem apknya mantap,positive
"Memang ngk bermutu kali,udah setahun pakai ini,sekarang lemotnya minta ampun! Dikit2 ""hy hubungi nindi"" gimana mau hubungi,klu aplikasi error' terus,dulu awal2nya bagus,sekarang jeleknya minta ampun!",enggak NEG_bermutu kaliudah setahun pakai inisekarang lemotnya ampun dikit hai hubungi nindi hubungiklu aplikasi error terusdulu bagussekarang jeleknya ampun,negative
aplikasinya makin hari makin error mulu gangguan mulu.. dial up nya buatin utk utk paket jng semuanya lwt aplikasi n ga beres aplikasinya terjadi gangguan mulu.,aplikasinya error mulu gangguan mulu dial paket jangan NEG_aplikasi n enggak NEG_beres aplikasinya gangguan mulu,negative
"Sinyal nya bagus tapi untuk dawnload lambat cuma 50 kb. Nyesel beli kartu ini buang2 uang,lain kali kalo bikin kartu yang bener dong ngabisin uang aja,mau dawnload 10 mb aja lama apa lagi 500 mb, ga bisa dawnload tugas sekolah deh, sinyalnya buruk mending loop, simpati, dan loop. huuuuuuuuuuuuuuuuuuuh.",sinyal bagus dawnload lambat kb menyesal beli kartu buang uanglain kali kalo bikin kartu ngabisin uang ajamau dawnload mbak mbak enggak NEG_dawnload tugas sekolah deh sinyalnya buruk mending loop simpati loop huh,negative
"susah banget masuk aplikasinya, selalu di bilang masalah jaringan. sempat kehabisan kuota, gara-gara susah banget masuk aplikasinya, dan selalu seperti itu setiap bulan",susah banget masuk aplikasinya bilang jaringan kehabisan kuota garagara susah banget masuk aplikasinya,negative
"Udah dari kemaren selalu gagal aktivasi kartu by.u,gimana nih,malah ngga bisa dipake apa2 padahal data seluler udah saya aktifkan. Saya kasih bintang 5 karena sudah berharap lebih sama by.u.",kemarin gagal aktivasi kartu byugimana nihmalah enggak NEG_dipakai data seluler aktifkan kasih bintang berharap byu,negative
"Jaringan ga jelas, suka ngilang tiba - tiba padahal ga ada angin ga ada hujan, sekali ngilang lama banget pula balik lagi jaringannya sebentar abis itu ilang lagi Aneh, bukan cuma main game emang jaringannya ilang gabisa dipake buat ngapa - ngapain termasuk buka sosial media. Jaringan yang saya maksud terkhusus dilokasi Gg. politeknik, Kec Bengkalis Udah hubungi lewat akun ig nya katanya ga ada masalah sama jaringan tapi tetap aja hilang gajelas tiba tiba tiap hari",jaringan enggak NEG_suka menghilang enggak NEG_angin enggak NEG_hujan menghilang banget jaringannya sebentar habis hilang aneh bukan NEG_main game jaringannya hilang enggak NEG_dipakai ngapa mengapai buka sosial media jaringan maksud terkhusus dilokasi enggak NEG_politeknik kec bengkalis hubungi akun ig enggak NEG_jaringan hilang enggak,negative
"Sekarang paket unlimitied byu yg 2mbps 30 hari , sudah di batasi 100gb jika pemakaian lebih dari 100gb maka speed akan turun menjadi 128kbps kebayang kan lemotnya? Saya juga kecewa dengan by.u yg tidak memberitahukan masalah perubahan dan yg di alami ts ini sama dengan kejadian yg saya alami setelah pemakaian 10 hari speed internet ul saya sangat lambat , dan setelah saya tanyakan ke cs , penjelasannya paket ul 2 mbps di batasi hanya 100gb untuk speed normalnya , setelah mencapai 100gb maka spee",paket unlimitied byu mbps batasi gb pemakaian gb speed turun kbps terbayang lemotnya kecewa byu tidak NEG_memberitahukan perubahan alami ts kejadian alami pemakaian speed internet ul lambat cs penjelasannya paket ul mbps batasi gb speed normalnya mencapai gb spee,negative
"Apk ini menurut saya sudah bagus,cuma menurut saya alangkah baiknya untuk menambahkan lebih banyak opsi atau promo² Kouta lainnya karena banyak pelajar yang membutuhkan disaat wabah Corona seperti ini,jika lebih banyak promo"" Kouta menarik.. menurut saya akan lebih banyak yang menyukai apk ini, hanya itu saran saya.terima kasih",apk baguscuma alangkah baiknya opsi promo² kouta pelajar membutuhkan disaat wabah corona inijika promo kouta menarik menyukai apk saran sayaterima kasih,positive
"Kemarin pas tanggal 13 jam 10 sayah beli toping youtube yang 10gb 20 hari, pertama lancar banget, pas jam 19:00 udah gak bisa di pakai lagi. Emang parah bangett, udah ngechet ke live chet gak di bls terus, cuma hubungi nindy. Asli ini kecewa banget, baru juga di pake 600mb udah gak bisa lagi.",kemarin pas tanggal jam sayah beli toping youtube gb lancar banget pas jam enggak NEG_pakai parah banget ngechet live chet enggak NEG_balas hubungi nindy asli kecewa banget pakai mbak enggak,negative
"Jaringan by.u makin kesini makin menurun, untuk kalian yang mau isi ulang lewat konter bisa kok diisi lewat konter pulsa. Bilang aja mau isi pulsa telkomsel semoga membantu. Tolong perbaiki kualitas jaringannya.",jaringan byu kesini menurun isi ulang konter diisi konter pulsa bilang isi pulsa telkomsel semoga membantu tolong perbaiki kualitas jaringannya,positive
"Kuota nya sih murah, tapi Kok aplikasinya kayak Taii ya, yg saya nggak suak itu live chat nya, permasalahan nya susah diselesaikan, seharusnya kalau kita klik live chat itu langsung ke orang, ini malah bot yg jawab, hadeh, parah Anjingg, pulsa saya tiba tiba berkurang dengan sendirinya tanpa ada pemberitahuan apapun, kan Bangsatt namanya. Kalau mau saya kasih bintang 5 tolong, tolong banget, kembalikan Pulsa saya dong, buat beli topping nih. Saya sebagai Pelajar merasa rugi besar Cokkk",kuota murah aplikasinya kayak taii enggak NEG_suak live chat permasalahan susah diselesaikan klik live chat langsung orang bot hadeh parah anjingg pulsa berkurang tanpa NEG_pemberitahuan apapun bangsatt namanya kasih bintang tolong tolong banget kembalikan pulsa beli topping nih pelajar rugi cok,negative
"Ini serius gak sih jadi provider? Makin kesini jaringan makin gak jelas, sinyal udah kaya di puncak gunung merapi padahal lokasi saya di kota Tangerang, masih dekat ke ibu kota. Saya kira saya aja yang ngalamin, tapi pas liat review disini kebanyakan pada bintang 1 haha, padahal dulu awal-awal pake by.u rating kebanyakan bintang 5 semua, saya juga dulu awal-awal pake ngasih rating bintang 5 kok, tapi karna udah keterlaluan jaringannya, mohon maaf saya turunin ke bintang 1.",serius enggak NEG_provider kesini jaringan enggak NEG_sinyal kayak puncak gunung merapi lokasi kota tangerang kota ngalamin pas lihat review kebanyakan bintang haha awalawal pakai byu rating kebanyakan bintang awalawal pakai mengasih rating bintang jaringannya mohon maaf turunin bintang,negative
aplikasi by.U sangat mudah digunakan dan nyaman serta lancar mudah digunakan dimana saja dan kapan saja terus juga banyak pilihan kuota bisa disesuaikan dengan kebutuhan!!!!!,aplikasi byu mudah nyaman lancar mudah dimana pilihan kuota disesuaikan kebutuhan,positive
"Ini real bukan saya mau menjelekan,tapi kenyataannya emang gini gak tau yang lain,kemarin saya beli kuota di by.u lewat aplikasi dan bayarnya lewat linkaja,uang sudah di potong tapi kuota gak ada,tolong fikirkan kalian punya hati nurani gak sekarang lagi pedemi cari uang sulit jangan kayak gini,katanya semua pakai sistem data,tapi untuk pelayanan yang sudah beli terus tidak ada kuota apa kalian gak tau atau pura2",real bukan NEG_menjelekantapi kenyataannya enggak NEG_tau lainkemarin beli kuota byu aplikasi bayarnya linkajauang potong kuota enggak NEG_adatolong fikirkan hati nurani enggak NEG_pedemi cari uang sulit jangan NEG_kayak ginikatanya pakai sistem datatapi pelayanan beli tidak NEG_kuota enggak NEG_tau pura,negative
"Tidak ada fitur lock pulsa.pulsa tetap terpotong saat data on dan tidak ada kuota,diiklan tertulis tidak terpotong,tqpi ternyata tetap terpotong.",tidak NEG_fitur lock pulsapulsa terpotong data tidak NEG_kuotadiiklan tertulis tidak NEG_terpotongtqpi terpotong,negative
"ini sinyal by u cmn manis di awal doang sinyalnya, lama kelamaan jelek sinyalnya malahan kadang suka ilang koneksi internet nya menganggu bngt asli padahal kouta ku banyak, dari semua kartu yg aku gunain cmn by u yg paling gk enak di pake",sinyal lu cuman manis doang sinyalnya jelek sinyalnya kadang suka hilang koneksi internet menganggu banget asli kouta kartu gunain cuman lu enggak NEG_enak pakai,negative
"Loh kok lama2 makin ga jelas ni bay.u, nyusahin bgtt yaa ! Ga bisa dibuka aplikasi mana urgent bgt buat isi kuota. Maaf saya turunin bintang nya, karena provider ini ga profesional. Seharusnya di infokan melalui sms kalo memang sedang bermasalah dengan aplikasinya supaya kami para pengguna tau. Minta tolong segera diperbaiki. Terima kasih",enggak NEG_nih bayu menyusahkan banget enggak NEG_dibuka aplikasi urgent banget isi kuota maaf turunin bintang provider enggak NEG_profesional infokan sms kalo bermasalah aplikasinya pengguna tau tolong diperbaiki terima kasih,negative
"Kenapa saya log in pake nomor by.U gak bisa masuk padahal saya sudah membeli kartu by.U tersebut dan sudah menggunakan paket data internet by.U juga, gak pake wifi tetapi tetap saja gak mau masuk. Dan jawaban dari providernya ""silahkan matikan wifi dan gunakan data by.U untuk log in"" padahal pada saat itu saya tidak menghidupkan wifi sama sekali. Tolong perbaiki ya, bung???",log pakai nomor byu enggak NEG_masuk membeli kartu byu paket data internet byu enggak NEG_pakai wifi enggak NEG_masuk providernya silakan matikan wifi data byu log tidak NEG_menghidupkan wifi tolong perbaiki,negative
Kalau bisa untuk pilihan paket yang menggunakan mbps nya ada fitur pilih sendiri berapa mau kecepatannya sesuai kebutuhan masing masing soal nya bagi saya masih kurang di 2 mbps dan harga menyesuikan berapa kecepatan yang kita pilih,pilihan paket mbps fitur pilih kecepatannya sesuai kebutuhan kurang NEG_mbps harga menyesuikan kecepatan pilih,negative
"Tolong dong aplikasi nya dong optimalkan lagi, jaringan lancar tapi aplikasi kadang gak bisa masuk dan katanya kendala di jaringan, padahal buka youtube atau aplikasi lainnya lancar lancar aja",tolong aplikasi optimalkan jaringan lancar aplikasi kadang enggak NEG_masuk kendala jaringan buka youtube aplikasi lancar lancar,neutral
"setiap buka terjadi kesalahan terus.. padahal selalu update. kuota udah hampir habis juga. gimana mau beli kuota? dan juga kuota paling aman 1.5mbps itu beneran gak sih? speednya mentok-mentok cuma 300-400kbps, 500kbps pun gak pernah nyentuh. ya kami tau maksimal 1,5mbps tapi ya tolonglah kencengin dikit. kalau soal wilayah/sinyal.. di sini provider apapun sudah aman. jadi ya mohon ditingkatkan lagi, dengar keluhan customer, jangan cuma ditanggap dgn bot, wahai provider ""anak muda""!",buka kesalahan update kuota habis beli kuota kuota aman mbps benaran enggak NEG_speednya mentokmentok kbps kbps enggak NEG_nyentuh tau maksimal mbps tolonglah kencengin dikit wilayahsinyal provider apapun aman mohon ditingkatkan dengar keluhan customer jangan NEG_ditanggap bot provider anak muda,negative
"Saya beli paket telpon semua operator, pas di pakai buat telpon malah pulsa tetap terpotong, kuota telpon nya malah masih utuh. Saya komplain ke CS, meminta pulsa saya yang terpotong untuk di kembalikan, hasilnya tidak memuaskan. Nomor Tiket 15073831.",beli paket telpon operator pas pakai telpon pulsa terpotong kuota telpon utuh komplain cs pulsa terpotong kembalikan hasilnya tidak NEG_memuaskan nomor tiket,negative
Giliran beli yang 10GB sehari kecepatannya sampe 5mbps. Giliran yang unlimited katanya 1mbps mana yang ada 10kbps iya. Lemoooooottttt banget. Iya sih emang unlimited tapi kan tulisannya 1mbps. Ini apa? Lumayan juga harganya dibanding provider sebelah yang punya unlimited juga.,giliran beli gb sehari kecepatannya mbps giliran unlimited mbps kbps lemot banget unlimited tulisannya mbps lumayan harganya dibanding provider sebelah unlimited,neutral
"Kenal by.U sejak Nov 2019 jaringannya bagus, tapi akhir-akhir ini jaringannya lemah. Tiap main game selalu seperti kehilangan signal (100-250ms) padahal Saya tidak tinggal di hutan. Salah siapa ini? Saya tidak salah beri rating 1 bintang, kan?",kenal byu nov jaringannya bagus akhirakhir jaringannya lemah main game kehilangan signal tidak NEG_tinggal hutan salah tidak NEG_salah rating bintang,negative
aku kasih bintang5 soalnya emg bagus banget kartunya keren👍 setiap 3bulan sekali sering banget dapat bonusan anniversary mantep❤️👍 tapi ko sekarang kalo mau beli kartu susah banget ya? untuk daftarnya gagal terus terusan. itu kenapa ya?,kasih bintang bagus banget kartunya keren banget bonusan anniversary mantap kalo beli kartu susah banget daftarnya gagal terusan,positive
"Aplikasi By u semakin lama malah semakin mengecewakan. Mau beli data seringnya gagal. Aplikasi lemot, ""terjadi kesalahan"" dan gak bisa dibuka. Semoga ini menjadi masukan, tidak usah minta di DM ya min, saya hanya ingin menyampaikan masukan saja, tampung saja masukan saya, syukur2 jadi bahan perbaikan aplikasi by u. Sekali lagi responnya gak usah minta di DM ya Min.. hehe..",aplikasi lu mengecewakan beli data gagal aplikasi lemot kesalahan enggak NEG_dibuka semoga masukan tidak NEG_dm min masukan tampung masukan syukur bahan perbaikan aplikasi lu responnya enggak NEG_dm min hehe,negative
"saya dari Indonesia timur khususnya maluku tengah kecewa skali pakai kartu byu. awal beli pulsa masih rp. 0 harga kuota masih aman masih ada opsi 65GB 100rb/30hari . setelah isi pulsa harga kuota murah lenyap seketika. dan diganti dgn harga yg jauh lebih mahal dan kuotanya sedikit sekali. by.u banyak hoax nya PHP , zonk",indonesia timur maluku kecewa pakai kartu byu beli pulsa rp harga kuota aman opsi gb rbhari isi pulsa harga kuota murah lenyap diganti harga mahal kuotanya byu hoax php zonk,negative
"Sebelum pakai by.U saya sdh pakai kartu Simpati Nusantara yg sdh saya gunakan selama hampir 21 tahun. Untuk akses Internet dll, hanya kartu itu juga yg saya pakai. Saya pakai by.U karena 2 anak saya menggunakan itu lebih dulu. Mereka bilang aksesnya lancar. Setelah saya juga menggunakan, saya merasa aksesnya agak lebih lambat/kadang gangguan dibanding kartu yg lama. Apa memang begitu, atau mungkin signal yg lagi kurang baik?",pakai byu pakai kartu simpati nusantara akses internet dll kartu pakai pakai byu anak bilang aksesnya lancar aksesnya lambatkadang gangguan dibanding kartu signal kurang,negative
"saya sangat kurang puas dengan cara order by U via indomaret .. semua langkah2 sudah saya lakukan sesuai yang tertulis di aplikasi tapi setelah saya bayar , dari pihak indomaret juga sudah meberikan struk pembayaran tapi di aplikasi belum ada konfirmasi berhasil dan setiap tanya dengan nindy selalu gagal .. saya DM instagram dibaca saja tidak .. saya pengguna baru , saya kira bakal mudah ternyata malah dipersulit mending beli paketan biasa aja di counter2 pinggir jalan lebih cepet",kurang NEG_puas order lu via indomaret langkah lakukan sesuai tertulis aplikasi bayar indomaret meberikan struk pembayaran aplikasi belum NEG_konfirmasi berhasil nindy gagal dm instagram dibaca tidak NEG_pengguna mudah dipersulit mending beli paketan counter pinggir jalan cepat,negative
"Walaupun untuk mendapatkan simcard nya agak ribet, tapi sesudah di coba lebih bagus. paketnya tidak di bagi-bagi dan jaringannya juga mantap, saran aku tambahin daftar paketnya lagi. Cobain dehhh",simcard ribet coba bagus paketnya tidak NEG_bagibagi jaringannya mantap saran tambahkan daftar paketnya mencoba deh,negative
"Saya beli pulsa 50rb sebanyak 3x di tempat yg berbeda. Dan itu semua belum masuk ke nomor saya, setelah saya komplain pihak by.u menyarankan untuk komplain ke konternya (karena transaksi tidak tercatat di sistem by.u) setelah saya komplain ke konter, pihak konter mengatakan pulsa sudah terkirim, saldonya pun terpotong. Saya komplain lagi ke by.u hanya menyarankan beli melalui aplikasi. Terus 150rb saya bagaimana? diikhlaskan saja? Ini sistemnya yg sedang error atau sayanya yg error?",beli pulsa ribu kali berbeda belum NEG_masuk nomor komplain byu menyarankan komplain konternya transaksi tidak NEG_tercatat sistem byu komplain konter konter pulsa terkirim saldonya terpotong komplain byu menyarankan beli aplikasi ribu diikhlaskan sistemnya error sayanya error,negative
"Pas mau aktivasi ga bisa terus, nyesel saya langganan by-u dari baru berdiri. Katanya mau bantu aktivasi sampai sekarang blm aktif ini kartu, alasan nik atau kk kurang padahal sdh betul dan sdh 16 digit",pas aktivasi enggak NEG_menyesal langganan byu berdiri bantu aktivasi belum NEG_aktif kartu alasan nik kakak kurang NEG_digit,negative
Tolong dong pihak by.u untuk merubah toping facebook yang isinya hanya 512-2gb kalau bisa si ditambahkan karena penggunaan data di facebook sangat besar untuk nonton vidio terimakasih!!!!! #NANTISAYAKASIHBINTANG5,tolong byu merubah toping facebook isinya gb penggunaan data facebook menonton vidio terimakasih,positive
"Bagi yg mau ganti kartu karna kartu rusak mending langsung ke GraPARI, atau harus ada quota selama pengiriman kartu baru, sehingga ketika aktivasi kartu ulang cepat , pengalaman aja ribet Aktifasi klo gk ada quota, chat cs penanganan lama!! Perbaiki lg lah masa harus ada quota internet ,internet gk blh pake data no lain atau wifi!!",ganti kartu kartu rusak mending langsung grapari quota pengiriman kartu aktivasi kartu ulang cepat pengalaman ribet aktifasi kalo enggak NEG_quota chat cs penanganan perbaiki quota internet internet enggak NEG_pakai data wifi,negative
"Sebelumnya ak kasih bintang 5 karena nyaman pake by u, Makin kesini, sinyal penuh tapi nonton ytb lambat, tiktok lambat, smuanya lambat, fake sinyal.. Masih niat bikin provider gak??",kasih bintang nyaman pakai lu kesini sinyal penuh menonton ytb lambat tiktok lambat smuanya lambat fake sinyal niat bikin provider enggak,positive
Kenapa sih gak ada perbaikan? Udah aku cobain sebulan lagi kirain bakal perbaikan. Dulu malah ga separah ini. APN byu juga malah makin gabisa internet sama sekali. Tolong dong perbaikannya untuk Medan. Medan udah termasuk kota besar di Indonesia padahal.,enggak NEG_perbaikan mencoba sebulan perbaikan enggak NEG_separah apn byu enggak NEG_internet tolong perbaikannya medan medan kota indonesia,negative
"Untuk kecepatan unduh bagus dan yang lainnya, tapi kenapa kalau lagi main game nggak stabil jaringannya padahal katanya jaringan Telkomsel dan rumah saya pun dekat dengan menara tower telkomsel. Tapi tetap saja pas main game nggak stabil. Mohon di perbaiki lagi kualitas jaringannya",kecepatan unduh bagus main game enggak NEG_stabil jaringannya jaringan telkomsel rumah menara tower telkomsel pas main game enggak NEG_stabil mohon perbaiki kualitas jaringannya,positive
"Gak ngerti lagi, kok by.u jadi gini sih. Ini mau isi paketan gara-gara kuota abis mau ujian aja susah bener, padahal tinggal masuk ke menu pembayaran doang. Semoga cepat diperbaiki yaa, semangat nindy & team",enggak NEG_mengerti byu isi paketan garagara kuota habis ujian susah tinggal masuk menu pembayaran doang semoga cepat diperbaiki semangat nindy team,negative
"Aduuhh min ini apk by.u saya udah 2 hari gabisa dibuka,gimana dong ini?.saya udah kehabisan paket sampe tetring seperti ini. Sudah saya kirim keluhan lewat email,tapi masih belum di tindak lanjuti juga. Sudah dicoba uninstal lalu instal kembali,masih tidak bisa dibuka apk nya. Masuk pakai no by.u pun tidak bisa,padahal sudah dipastikan saya menggunakan jaringan by.u,tolong segera ditindak lanjuti",aduh min apk byu enggak NEG_dibukagimana inisaya kehabisan paket tetring kirim keluhan emailtapi belum NEG_tindak lanjuti dicoba uninstal instal kembalimasih tidak NEG_dibuka apk masuk pakai byu tidak NEG_bisapadahal jaringan byutolong ditindak lanjuti,negative
"Pokoknya the best lah , tapi kalo bisa jaringannya diperluas lagi dong . Soalnya di desa saya lemot banget , tiap kali saya mau pake kartu ini harus ke kota . Di kota mah sinyalnya gacorr tembus 4G+ . Makasih by.U",pokoknya best kalo jaringannya diperluas desa lemot banget kali pakai kartu kota kota mah sinyalnya gacorr tembus enggak NEG_terima kasih byu,positive
"Love love banget sama by.u apa lagi pas ada 1mbps sebulan cuma 100k itu anugrah banget, kalo bisa jadi paket tetap, tapi yg 1,5mbps seminggu 40k juga lumayan sih hemat 40k sebulan dan unlimited kalo kuota biasa blm tentu cukup 200k sebulan kalo buat yg tiap hari live streaming, semoga bisa terus pake by.u karna by.u murah tapi koneksi ga murahan, by.u i love u, eaaaaa",love love banget byu pas mbps sebulan anugerah banget kalo paket mbps seminggu lumayan hemat sebulan unlimited kalo kuota belum NEG_sebulan kalo live streaming semoga pakai byu byu murah koneksi enggak NEG_murahan byu love lu,negative
"Jelek bgt, masa bbrp kali hrs log in. Sdh berhasil log in malah sinyalny jelek, pdhl kuotanya baru di isi. Setiap mau buka aplikasiny log in lagi. Gimana sih jelek banget",jelek banget kali log berhasil log sinyalny jelek kuotanya isi buka aplikasiny log jelek banget,negative
